day,time_years,event,spot,target_holdings,cash_before,interest,trade,fees,cumulative_fees,holdings,cash_after,portfolio,payoff,terminal_error
26,0.10317460317460317,rebalance,110.5336601482374,0.9280103903327598,-92.27011631612953,-0.014647212655350954,-0.010742970400234642,0.0011874598392021098,0.1285913830149899,0.9280103903327598,-91.09849114942197,11.477893949652426,,
27,0.10714285714285714,rebalance,110.72996487557045,0.9333890140826158,-91.09849114942197,-0.01446122564618397,0.005378623749855982,0.0005955748189004618,0.12918695783389036,0.9333890140826158,-91.70912276878752,11.645009975823854,,
28,0.1111111111111111,rebalance,110.8217497187191,0.9428502053973019,-91.70912276878752,-0.014558158992970756,0.009461191314686146,0.001048505775917067,0.13023546360980742,0.9428502053973019,-92.77323520947348,11.715074275309206,,
29,0.11507936507936507,rebalance,111.64076182437513,0.9628304941436141,-92.77323520947348,-0.014727079135593436,0.01998028874631219,0.002230614657109282,0.1324660782669167,0.9628304941436141,-95.02080756037547,12.470322313557162,,
30,0.11904761904761904,rebalance,111.60056485728703,0.9574352352290063,-95.02080756037547,-0.015083864967196357,-0.005395258914607792,0.000602113942421543,0.13306819220933824,0.9574352352290063,-94.43437959686355,12.415933468963033,,
31,0.12301587301587301,rebalance,111.41860611963865,0.9572428555206374,-94.43437959686355,-0.01499077377546994,-0.00019237970836893936,2.1434678952169807e-05,0.1330896268882904,0.9572428555206374,-94.4279571263658,12.226707553726271,,
32,0.12698412698412698,rebalance,111.58932068853878,0.9594191123405515,-94.4279571263658,-0.014989754254796194,0.0021762568199141796,0.000242847020178023,0.13333247390846842,0.9594191123405515,-94.6860367478188,12.374890253864208,,
33,0.13095238095238096,rebalance,112.98032511766725,0.9789940732750986,-94.6860367478188,-0.015030722525438482,0.019574960934547025,0.0022115854505507584,0.13554405935901917,0.9789940732750986,-96.91486450634555,13.692204180544437,,
34,0.1349206349206349,rebalance,112.25590137986708,0.9696309430457494,-96.91486450634555,-0.015384532788768385,-0.009363130229349204,0.0010510666236326766,0.13659512598265183,0.9696309430457494,-95.88023348212528,12.966562035285875,,
35,0.1388888888888889,rebalance,112.96550258803725,0.973032408854149,-95.88023348212528,-0.01522029260747657,0.0034014658083996174,0.0003842482945818872,0.13697937427723372,0.973032408854149,-96.28008631760923,13.639008783048254,,
36,0.14285714285714285,rebalance,113.17107626950578,0.9738060262437663,-96.28008631760923,-0.015283766348986904,0.0007736173896173426,8.755111260380024e-05,0.13706692538983753,0.9738060262437663,-96.38300874767462,13.823667320062995,,
37,0.14682539682539683,rebalance,113.36331344545057,0.9824737983163473,-96.38300874767462,-0.015300104539295546,0.00866777207258096,0.0009826073623377181,0.13804953275217524,0.9824737983163473,-97.38189882191398,13.994586328564495,,
38,0.15079365079365079,rebalance,113.50447355520974,0.9812825413102393,-97.38189882191398,-0.015458671103648576,-0.0011912570061080041,0.00013521299934724429,0.13818474575152248,0.9812825413102393,-97.26227970666973,14.117678553667332,,
39,0.15476190476190477,rebalance,114.05090867838123,0.992811151010529,-97.26227970666973,-0.015439682435501409,0.011528609700289683,0.0013148484121164386,0.1394995941636389,0.992811151010529,-98.59388264963378,14.637131269146622,,
40,0.15873015873015872,rebalance,114.45803710558432,0.9928738112699882,-98.59388264963378,-0.015651064757934617,6.266025945922404e-05,7.171970302229407e-06,0.13950676613394114,0.9928738112699882,-98.61671285666425,15.025674674838982,,
41,0.1626984126984127,rebalance,114.79080012616464,0.9930486371493268,-98.61671285666425,-0.01565468888794216,0.0001748258793385915,2.0068402572037234e-05,0.13952683453651318,0.9930486371493268,-98.65245601652681,15.340391606041749,,
42,0.16666666666666666,rebalance,113.51959325542705,0.9831109723762309,-98.65245601652681,-0.01566036285568365,-0.009937664773095878,0.0011281196629506298,0.1406549541994638,0.9831109723762309,-97.54112483609482,14.061232873002297,,
43,0.17063492063492064,rebalance,114.565725156785,0.9905401204468468,-97.54112483609482,-0.01548394708013028,0.0074291480706158985,0.0008511257360072406,0.14150607993547104,0.9905401204468468,-98.4085856449182,15.073361550963966,,
44,0.1746031746031746,rebalance,114.6470517451635,0.9933405841656682,-98.4085856449182,-0.015621650200536966,0.0028004637188213666,0.0003210649088821662,0.14182714484435321,0.9933405841656682,-98.7455932689098,15.137976084502498,,
45,0.17857142857142858,rebalance,114.63165384315015,0.9978968539530804,-98.7455932689098,-0.015675147719908973,0.004556269787412193,0.0005222927410866379,0.14234943758543986,0.9978968539530804,-99.28408345045743,15.10648328306064,,
46,0.18253968253968253,rebalance,115.83824214986355,0.9994403491741655,-99.28408345045743,-0.015760629135960554,0.0015434952210851005,0.00017879577317721305,0.14252823335861708,0.9994403491741655,-99.47881864854378,16.294594533437376,,
