maturity_days,strike_over_forward,scenario,fee_bps,rebalance_days,contrast,batch,n_paths,difference
63,1.0,reference,0,5,Adjusted_minus_Heston,1,512,-0.6321056869745378
63,1.0,reference,0,5,Adjusted_minus_Heston,2,512,-0.6989733816902136
63,1.0,reference,0,5,Adjusted_minus_Heston,3,512,-0.64593241158428
63,1.0,reference,0,5,Adjusted_minus_Heston,4,512,-0.571927104963166
63,1.0,reference,0,5,Adjusted_minus_Heston,5,512,-0.5897331930447014
63,1.0,reference,0,5,Adjusted_minus_Heston,6,512,-0.4768922461171733
63,1.0,reference,0,5,Adjusted_minus_Heston,7,512,-0.5405708683917493
63,1.0,reference,5,1,Heston_minus_BS,0,512,0.3673191956884057
63,1.0,reference,5,1,Heston_minus_BS,1,512,0.3763788031334105
63,1.0,reference,5,1,Heston_minus_BS,2,512,0.3745931701614139
63,1.0,reference,5,1,Heston_minus_BS,3,512,0.4036457602944932
63,1.0,reference,5,1,Heston_minus_BS,4,512,0.3316663185145041
63,1.0,reference,5,1,Heston_minus_BS,5,512,0.38330823879699616
63,1.0,reference,5,1,Heston_minus_BS,6,512,0.30402506917993494
63,1.0,reference,5,1,Heston_minus_BS,7,512,0.32664348039567787
63,1.0,reference,5,1,Adjusted_minus_Heston,0,512,-0.4835350748653938
63,1.0,reference,5,1,Adjusted_minus_Heston,1,512,-0.5010219581703239
63,1.0,reference,5,1,Adjusted_minus_Heston,2,512,-0.499054853423041
63,1.0,reference,5,1,Adjusted_minus_Heston,3,512,-0.5361764213112354
63,1.0,reference,5,1,Adjusted_minus_Heston,4,512,-0.4175724581284554
63,1.0,reference,5,1,Adjusted_minus_Heston,5,512,-0.49453083304416473
63,1.0,reference,5,1,Adjusted_minus_Heston,6,512,-0.3598618908284892
63,1.0,reference,5,1,Adjusted_minus_Heston,7,512,-0.4071743258583457
63,1.0,reference,5,5,Heston_minus_BS,0,512,0.38669059029698943
63,1.0,reference,5,5,Heston_minus_BS,1,512,0.4292937774998507
63,1.0,reference,5,5,Heston_minus_BS,2,512,0.46267763342404744
63,1.0,reference,5,5,Heston_minus_BS,3,512,0.4460442131339878
63,1.0,reference,5,5,Heston_minus_BS,4,512,0.3933938651729514
63,1.0,reference,5,5,Heston_minus_BS,5,512,0.4026200431718441
63,1.0,reference,5,5,Heston_minus_BS,6,512,0.3433359336993349
63,1.0,reference,5,5,Heston_minus_BS,7,512,0.3746391964071929
63,1.0,reference,5,5,Adjusted_minus_Heston,0,512,-0.5012556100955812
63,1.0,reference,5,5,Adjusted_minus_Heston,1,512,-0.5822812873500314
63,1.0,reference,5,5,Adjusted_minus_Heston,2,512,-0.6504678198469358
63,1.0,reference,5,5,Adjusted_minus_Heston,3,512,-0.5935084586085357
63,1.0,reference,5,5,Adjusted_minus_Heston,4,512,-0.5169412490424741
63,1.0,reference,5,5,Adjusted_minus_Heston,5,512,-0.5281283602977593
63,1.0,reference,5,5,Adjusted_minus_Heston,6,512,-0.4121314087255046
63,1.0,reference,5,5,Adjusted_minus_Heston,7,512,-0.48834593096272905
63,1.0,reference,10,1,Heston_minus_BS,0,512,0.34406673282070566
63,1.0,reference,10,1,Heston_minus_BS,1,512,0.3559651792520394
63,1.0,reference,10,1,Heston_minus_BS,2,512,0.3539681946634592
63,1.0,reference,10,1,Heston_minus_BS,3,512,0.38164853896871187
63,1.0,reference,10,1,Heston_minus_BS,4,512,0.305166887949301
63,1.0,reference,10,1,Heston_minus_BS,5,512,0.3539288974918669
63,1.0,reference,10,1,Heston_minus_BS,6,512,0.2702023137185011
63,1.0,reference,10,1,Heston_minus_BS,7,512,0.3035955889502817
63,1.0,reference,10,1,Adjusted_minus_Heston,0,512,-0.4283818481513119
63,1.0,reference,10,1,Adjusted_minus_Heston,1,512,-0.4504713540254983
63,1.0,reference,10,1,Adjusted_minus_Heston,2,512,-0.4483265006270451
63,1.0,reference,10,1,Adjusted_minus_Heston,3,512,-0.4835411754521691
63,1.0,reference,10,1,Adjusted_minus_Heston,4,512,-0.35387326034472266
63,1.0,reference,10,1,Adjusted_minus_Heston,5,512,-0.427949905914043
63,1.0,reference,10,1,Adjusted_minus_Heston,6,512,-0.28439365891038054
63,1.0,reference,10,1,Adjusted_minus_Heston,7,512,-0.350489171325817
63,1.0,reference,10,5,Heston_minus_BS,0,512,0.3620420502966573
63,1.0,reference,10,5,Heston_minus_BS,1,512,0.4066497572125552
63,1.0,reference,10,5,Heston_minus_BS,2,512,0.4413752284727801
63,1.0,reference,10,5,Heston_minus_BS,3,512,0.4218501308886339
63,1.0,reference,10,5,Heston_minus_BS,4,512,0.36877352666276514
63,1.0,reference,10,5,Heston_minus_BS,5,512,0.37319498452162564
63,1.0,reference,10,5,Heston_minus_BS,6,512,0.3129049328018029
63,1.0,reference,10,5,Heston_minus_BS,7,512,0.3514004341793049
63,1.0,reference,10,5,Adjusted_minus_Heston,0,512,-0.44961944570992324
63,1.0,reference,10,5,Adjusted_minus_Heston,1,512,-0.534073776719147
63,1.0,reference,10,5,Adjusted_minus_Heston,2,512,-0.6036874604193159
63,1.0,reference,10,5,Adjusted_minus_Heston,3,512,-0.5426935762036849
63,1.0,reference,10,5,Adjusted_minus_Heston,4,512,-0.46357778833561
63,1.0,reference,10,5,Adjusted_minus_Heston,5,512,-0.4680512440067025
63,1.0,reference,10,5,Adjusted_minus_Heston,6,512,-0.3488986911576549
63,1.0,reference,10,5,Adjusted_minus_Heston,7,512,-0.43781422464982567
63,1.0,kappa_minus20,0,1,Heston_minus_BS,0,512,0.4216569072350953
63,1.0,kappa_minus20,0,1,Heston_minus_BS,1,512,0.4250805234210115
63,1.0,kappa_minus20,0,1,Heston_minus_BS,2,512,0.42325711679684913
63,1.0,kappa_minus20,0,1,Heston_minus_BS,3,512,0.46362338671352504
63,1.0,kappa_minus20,0,1,Heston_minus_BS,4,512,0.3874788254588811
63,1.0,kappa_minus20,0,1,Heston_minus_BS,5,512,0.4503173554651531
63,1.0,kappa_minus20,0,1,Heston_minus_BS,6,512,0.3672339968983781
63,1.0,kappa_minus20,0,1,Heston_minus_BS,7,512,0.3776304746395729
63,1.0,kappa_minus20,0,1,Adjusted_minus_Heston,0,512,-0.5716799735961788
63,1.0,kappa_minus20,0,1,Adjusted_minus_Heston,1,512,-0.5854290543937337
63,1.0,kappa_minus20,0,1,Adjusted_minus_Heston,2,512,-0.5837673703189938
63,1.0,kappa_minus20,0,1,Adjusted_minus_Heston,3,512,-0.6266614080463244
63,1.0,kappa_minus20,0,1,Adjusted_minus_Heston,4,512,-0.5132227285082114
63,1.0,kappa_minus20,0,1,Adjusted_minus_Heston,5,512,-0.6026762949637354
63,1.0,kappa_minus20,0,1,Adjusted_minus_Heston,6,512,-0.46282393913474684
63,1.0,kappa_minus20,0,1,Adjusted_minus_Heston,7,512,-0.4929057479581281
63,1.0,kappa_minus20,0,5,Heston_minus_BS,0,512,0.4437049763771002
63,1.0,kappa_minus20,0,5,Heston_minus_BS,1,512,0.48518942469174475
63,1.0,kappa_minus20,0,5,Heston_minus_BS,2,512,0.518548886250731
63,1.0,kappa_minus20,0,5,Heston_minus_BS,3,512,0.5118074899252979
63,1.0,kappa_minus20,0,5,Heston_minus_BS,4,512,0.4541705967310241
63,1.0,kappa_minus20,0,5,Heston_minus_BS,5,512,0.46921658093552976
63,1.0,kappa_minus20,0,5,Heston_minus_BS,6,512,0.4063471315566187
63,1.0,kappa_minus20,0,5,Heston_minus_BS,7,512,0.4256087681249541
63,1.0,kappa_minus20,0,5,Adjusted_minus_Heston,0,512,-0.5842028434475383
63,1.0,kappa_minus20,0,5,Adjusted_minus_Heston,1,512,-0.6711449405882902
63,1.0,kappa_minus20,0,5,Adjusted_minus_Heston,2,512,-0.7401403161763842
63,1.0,kappa_minus20,0,5,Adjusted_minus_Heston,3,512,-0.6860523320509242
63,1.0,kappa_minus20,0,5,Adjusted_minus_Heston,4,512,-0.607923559750323
63,1.0,kappa_minus20,0,5,Adjusted_minus_Heston,5,512,-0.6298944057906468
63,1.0,kappa_minus20,0,5,Adjusted_minus_Heston,6,512,-0.5042034792542309
63,1.0,kappa_minus20,0,5,Adjusted_minus_Heston,7,512,-0.5721098606956736
63,1.0,kappa_minus20,5,1,Heston_minus_BS,0,512,0.3945101162716265
63,1.0,kappa_minus20,5,1,Heston_minus_BS,1,512,0.40091945100507603
63,1.0,kappa_minus20,5,1,Heston_minus_BS,2,512,0.39890312429303504
63,1.0,kappa_minus20,5,1,Heston_minus_BS,3,512,0.4373587664932103
63,1.0,kappa_minus20,5,1,Heston_minus_BS,4,512,0.3580296934796379
63,1.0,kappa_minus20,5,1,Heston_minus_BS,5,512,0.4167281312292451
63,1.0,kappa_minus20,5,1,Heston_minus_BS,6,512,0.3299920328456579
63,1.0,kappa_minus20,5,1,Heston_minus_BS,7,512,0.35102621186830996
63,1.0,kappa_minus20,5,1,Adjusted_minus_Heston,0,512,-0.5102140824559095
63,1.0,kappa_minus20,5,1,Adjusted_minus_Heston,1,512,-0.5287689031455269
63,1.0,kappa_minus20,5,1,Adjusted_minus_Heston,2,512,-0.5272088333585931
63,1.0,kappa_minus20,5,1,Adjusted_minus_Heston,3,512,-0.5676374274364258
63,1.0,kappa_minus20,5,1,Adjusted_minus_Heston,4,512,-0.44296127228854854
63,1.0,kappa_minus20,5,1,Adjusted_minus_Heston,5,512,-0.5291959898101994
63,1.0,kappa_minus20,5,1,Adjusted_minus_Heston,6,512,-0.3809258821175321
63,1.0,kappa_minus20,5,1,Adjusted_minus_Heston,7,512,-0.43001147125528305
63,1.0,kappa_minus20,5,5,Heston_minus_BS,0,512,0.41668398387413524
63,1.0,kappa_minus20,5,5,Heston_minus_BS,1,512,0.4598260346636053
63,1.0,kappa_minus20,5,5,Heston_minus_BS,2,512,0.49482343463068335
63,1.0,kappa_minus20,5,5,Heston_minus_BS,3,512,0.4847318912984503
63,1.0,kappa_minus20,5,5,Heston_minus_BS,4,512,0.427536649945074
63,1.0,kappa_minus20,5,5,Heston_minus_BS,5,512,0.4362894304520479
63,1.0,kappa_minus20,5,5,Heston_minus_BS,6,512,0.37363137323900264
63,1.0,kappa_minus20,5,5,Heston_minus_BS,7,512,0.4000235260762982
63,1.0,kappa_minus20,5,5,Adjusted_minus_Heston,0,512,-0.5277982829968841
63,1.0,kappa_minus20,5,5,Adjusted_minus_Heston,1,512,-0.6184264463898053
63,1.0,kappa_minus20,5,5,Adjusted_minus_Heston,2,512,-0.6890768261496898
63,1.0,kappa_minus20,5,5,Adjusted_minus_Heston,3,512,-0.6303388461784605
63,1.0,kappa_minus20,5,5,Adjusted_minus_Heston,4,512,-0.5496676391352614
63,1.0,kappa_minus20,5,5,Adjusted_minus_Heston,5,512,-0.5643960388691212
63,1.0,kappa_minus20,5,5,Adjusted_minus_Heston,6,512,-0.4360154937320813
63,1.0,kappa_minus20,5,5,Adjusted_minus_Heston,7,512,-0.5170043679134955
63,1.0,kappa_minus20,10,1,Heston_minus_BS,0,512,0.37063448831331725
63,1.0,kappa_minus20,10,1,Heston_minus_BS,1,512,0.380236253297885
63,1.0,kappa_minus20,10,1,Heston_minus_BS,2,512,0.3778812331996564
63,1.0,kappa_minus20,10,1,Heston_minus_BS,3,512,0.4143059491242934
63,1.0,kappa_minus20,10,1,Heston_minus_BS,4,512,0.33178920712213456
63,1.0,kappa_minus20,10,1,Heston_minus_BS,5,512,0.3861508648369667
63,1.0,kappa_minus20,10,1,Heston_minus_BS,6,512,0.29580331360127077
63,1.0,kappa_minus20,10,1,Heston_minus_BS,7,512,0.32786634235946943
63,1.0,kappa_minus20,10,1,Adjusted_minus_Heston,0,512,-0.4517151242083769
63,1.0,kappa_minus20,10,1,Adjusted_minus_Heston,1,512,-0.47526220778817196
63,1.0,kappa_minus20,10,1,Adjusted_minus_Heston,2,512,-0.4737703449335615
63,1.0,kappa_minus20,10,1,Adjusted_minus_Heston,3,512,-0.5116258650709243
63,1.0,kappa_minus20,10,1,Adjusted_minus_Heston,4,512,-0.3754530502233283
63,1.0,kappa_minus20,10,1,Adjusted_minus_Heston,5,512,-0.4582562748451376
63,1.0,kappa_minus20,10,1,Adjusted_minus_Heston,6,512,-0.3016316241119154
63,1.0,kappa_minus20,10,1,Adjusted_minus_Heston,7,512,-0.370207195397683
63,1.0,kappa_minus20,10,5,Heston_minus_BS,0,512,0.3910433554919137
63,1.0,kappa_minus20,10,5,Heston_minus_BS,1,512,0.4358571837146147
63,1.0,kappa_minus20,10,5,Heston_minus_BS,2,512,0.47255127451781187
63,1.0,kappa_minus20,10,5,Heston_minus_BS,3,512,0.4590044066321938
63,1.0,kappa_minus20,10,5,Heston_minus_BS,4,512,0.40230031692351664
63,1.0,kappa_minus20,10,5,Heston_minus_BS,5,512,0.4046574013686736
63,1.0,kappa_minus20,10,5,Heston_minus_BS,6,512,0.3422503241359059
63,1.0,kappa_minus20,10,5,Heston_minus_BS,7,512,0.375909082529027
63,1.0,kappa_minus20,10,5,Adjusted_minus_Heston,0,512,-0.4731568682944956
63,1.0,kappa_minus20,10,5,Adjusted_minus_Heston,1,512,-0.5674899092028485
63,1.0,kappa_minus20,10,5,Adjusted_minus_Heston,2,512,-0.639910717935755
63,1.0,kappa_minus20,10,5,Adjusted_minus_Heston,3,512,-0.5763904603523331
63,1.0,kappa_minus20,10,5,Adjusted_minus_Heston,4,512,-0.4931897943608863
63,1.0,kappa_minus20,10,5,Adjusted_minus_Heston,5,512,-0.5005769083103396
63,1.0,kappa_minus20,10,5,Adjusted_minus_Heston,6,512,-0.3695153418442876
63,1.0,kappa_minus20,10,5,Adjusted_minus_Heston,7,512,-0.4637600703501645
63,1.0,kappa_plus20,0,1,Heston_minus_BS,0,512,0.36893896730376047
63,1.0,kappa_plus20,0,1,Heston_minus_BS,1,512,0.37767977682264975
63,1.0,kappa_plus20,0,1,Heston_minus_BS,2,512,0.37600547756957525
63,1.0,kappa_plus20,0,1,Heston_minus_BS,3,512,0.39816491870673265
63,1.0,kappa_plus20,0,1,Heston_minus_BS,4,512,0.3380986297966052
63,1.0,kappa_plus20,0,1,Heston_minus_BS,5,512,0.3848579532468014
63,1.0,kappa_plus20,0,1,Heston_minus_BS,6,512,0.3169529961836271
63,1.0,kappa_plus20,0,1,Heston_minus_BS,7,512,0.3308364685206945
63,1.0,kappa_plus20,0,1,Adjusted_minus_Heston,0,512,-0.5143850615377342
63,1.0,kappa_plus20,0,1,Adjusted_minus_Heston,1,512,-0.526763141431932
63,1.0,kappa_plus20,0,1,Adjusted_minus_Heston,2,512,-0.5247725050306941
63,1.0,kappa_plus20,0,1,Adjusted_minus_Heston,3,512,-0.5604908393514152
63,1.0,kappa_plus20,0,1,Adjusted_minus_Heston,4,512,-0.45788140267107513
63,1.0,kappa_plus20,0,1,Adjusted_minus_Heston,5,512,-0.5292839013264359
63,1.0,kappa_plus20,0,1,Adjusted_minus_Heston,6,512,-0.4151328789006826
63,1.0,kappa_plus20,0,1,Adjusted_minus_Heston,7,512,-0.44333873603095797
63,1.0,kappa_plus20,0,5,Heston_minus_BS,0,512,0.38669087116177725
63,1.0,kappa_plus20,0,5,Heston_minus_BS,1,512,0.4265539674258922
63,1.0,kappa_plus20,0,5,Heston_minus_BS,2,512,0.4573402720690427
63,1.0,kappa_plus20,0,5,Heston_minus_BS,3,512,0.4377334591398594
63,1.0,kappa_plus20,0,5,Heston_minus_BS,4,512,0.3901518932897725
63,1.0,kappa_plus20,0,5,Heston_minus_BS,5,512,0.4032325764035654
63,1.0,kappa_plus20,0,5,Heston_minus_BS,6,512,0.3484562746193842
63,1.0,kappa_plus20,0,5,Heston_minus_BS,7,512,0.37723601032412446
63,1.0,kappa_plus20,0,5,Adjusted_minus_Heston,0,512,-0.5279686996384543
63,1.0,kappa_plus20,0,5,Adjusted_minus_Heston,1,512,-0.5975615812557322
63,1.0,kappa_plus20,0,5,Adjusted_minus_Heston,2,512,-0.6623386093677414
63,1.0,kappa_plus20,0,5,Adjusted_minus_Heston,3,512,-0.6106495254547686
63,1.0,kappa_plus20,0,5,Adjusted_minus_Heston,4,512,-0.5402544599679608
63,1.0,kappa_plus20,0,5,Adjusted_minus_Heston,5,512,-0.5547676839600009
63,1.0,kappa_plus20,0,5,Adjusted_minus_Heston,6,512,-0.4525423866456384
63,1.0,kappa_plus20,0,5,Adjusted_minus_Heston,7,512,-0.5127418591313992
63,1.0,kappa_plus20,5,1,Heston_minus_BS,0,512,0.34509629860312446
63,1.0,kappa_plus20,5,1,Heston_minus_BS,1,512,0.356353978036531
63,1.0,kappa_plus20,5,1,Heston_minus_BS,2,512,0.35457548183765725
63,1.0,kappa_plus20,5,1,Heston_minus_BS,3,512,0.375913922038748
63,1.0,kappa_plus20,5,1,Heston_minus_BS,4,512,0.3103312093575634
63,1.0,kappa_plus20,5,1,Heston_minus_BS,5,512,0.35566459089907887
63,1.0,kappa_plus20,5,1,Heston_minus_BS,6,512,0.28248919718263604
63,1.0,kappa_plus20,5,1,Heston_minus_BS,7,512,0.3067114758876235
63,1.0,kappa_plus20,5,1,Adjusted_minus_Heston,0,512,-0.45984036860102445
63,1.0,kappa_plus20,5,1,Adjusted_minus_Heston,1,512,-0.4763276439672956
63,1.0,kappa_plus20,5,1,Adjusted_minus_Heston,2,512,-0.4739510660744557
63,1.0,kappa_plus20,5,1,Adjusted_minus_Heston,3,512,-0.5084430335601682
63,1.0,kappa_plus20,5,1,Adjusted_minus_Heston,4,512,-0.39539212869000445
63,1.0,kappa_plus20,5,1,Adjusted_minus_Heston,5,512,-0.46460386299939055
63,1.0,kappa_plus20,5,1,Adjusted_minus_Heston,6,512,-0.3410998202135588
63,1.0,kappa_plus20,5,1,Adjusted_minus_Heston,7,512,-0.38701597150076383
63,1.0,kappa_plus20,5,5,Heston_minus_BS,0,512,0.362164153630654
63,1.0,kappa_plus20,5,5,Heston_minus_BS,1,512,0.40430857494723527
63,1.0,kappa_plus20,5,5,Heston_minus_BS,2,512,0.4360783386099093
63,1.0,kappa_plus20,5,5,Heston_minus_BS,3,512,0.414092298077522
63,1.0,kappa_plus20,5,5,Heston_minus_BS,4,512,0.36528478725646424
63,1.0,kappa_plus20,5,5,Heston_minus_BS,5,512,0.37501994080411905
63,1.0,kappa_plus20,5,5,Heston_minus_BS,6,512,0.31812441268386593
63,1.0,kappa_plus20,5,5,Heston_minus_BS,7,512,0.3539626443056202
63,1.0,kappa_plus20,5,5,Adjusted_minus_Heston,0,512,-0.47755837016418035
63,1.0,kappa_plus20,5,5,Adjusted_minus_Heston,1,512,-0.550313823111035
63,1.0,kappa_plus20,5,5,Adjusted_minus_Heston,2,512,-0.6161468879860004
63,1.0,kappa_plus20,5,5,Adjusted_minus_Heston,3,512,-0.561164448884466
63,1.0,kappa_plus20,5,5,Adjusted_minus_Heston,4,512,-0.48819334001251835
63,1.0,kappa_plus20,5,5,Adjusted_minus_Heston,5,512,-0.49664666724272716
63,1.0,kappa_plus20,5,5,Adjusted_minus_Heston,6,512,-0.3908724804514675
63,1.0,kappa_plus20,5,5,Adjusted_minus_Heston,7,512,-0.46311740115414896
63,1.0,kappa_plus20,10,1,Heston_minus_BS,0,512,0.3223895043865182
63,1.0,kappa_plus20,10,1,Heston_minus_BS,1,512,0.3362308912306744
63,1.0,kappa_plus20,10,1,Heston_minus_BS,2,512,0.33437357280553304
63,1.0,kappa_plus20,10,1,Heston_minus_BS,3,512,0.35485295847585935
63,1.0,kappa_plus20,10,1,Heston_minus_BS,4,512,0.28362662413974793
63,1.0,kappa_plus20,10,1,Heston_minus_BS,5,512,0.3273991316713192
63,1.0,kappa_plus20,10,1,Heston_minus_BS,6,512,0.24904498531218555
63,1.0,kappa_plus20,10,1,Heston_minus_BS,7,512,0.28382254110682237
63,1.0,kappa_plus20,10,1,Adjusted_minus_Heston,0,512,-0.4076636243969611
63,1.0,kappa_plus20,10,1,Adjusted_minus_Heston,1,512,-0.4284161515532382
63,1.0,kappa_plus20,10,1,Adjusted_minus_Heston,2,512,-0.42565058989538895
63,1.0,kappa_plus20,10,1,Adjusted_minus_Heston,3,512,-0.45881893100970517
63,1.0,kappa_plus20,10,1,Adjusted_minus_Heston,4,512,-0.33509547824337615
63,1.0,kappa_plus20,10,1,Adjusted_minus_Heston,5,512,-0.4019378876468743
63,1.0,kappa_plus20,10,1,Adjusted_minus_Heston,6,512,-0.26909794886166316
63,1.0,kappa_plus20,10,1,Adjusted_minus_Heston,7,512,-0.33314532448027945
63,1.0,kappa_plus20,10,5,Heston_minus_BS,0,512,0.33840612078305543
63,1.0,kappa_plus20,10,5,Heston_minus_BS,1,512,0.38285605767928715
63,1.0,kappa_plus20,10,5,Heston_minus_BS,2,512,0.41567847991541473
63,1.0,kappa_plus20,10,5,Heston_minus_BS,3,512,0.39123994660048
63,1.0,kappa_plus20,10,5,Heston_minus_BS,4,512,0.3412358695483143
63,1.0,kappa_plus20,10,5,Heston_minus_BS,5,512,0.34755376785698866
63,1.0,kappa_plus20,10,5,Heston_minus_BS,6,512,0.2885551522154903
63,1.0,kappa_plus20,10,5,Heston_minus_BS,7,512,0.3315388858536512
63,1.0,kappa_plus20,10,5,Adjusted_minus_Heston,0,512,-0.4286094531210822
63,1.0,kappa_plus20,10,5,Adjusted_minus_Heston,1,512,-0.5045418722938898
63,1.0,kappa_plus20,10,5,Adjusted_minus_Heston,2,512,-0.5715323917181694
63,1.0,kappa_plus20,10,5,Adjusted_minus_Heston,3,512,-0.5131547044019047
63,1.0,kappa_plus20,10,5,Adjusted_minus_Heston,4,512,-0.4376196061848698
63,1.0,kappa_plus20,10,5,Adjusted_minus_Heston,5,512,-0.43992653844585494
63,1.0,kappa_plus20,10,5,Adjusted_minus_Heston,6,512,-0.33059229815002406
63,1.0,kappa_plus20,10,5,Adjusted_minus_Heston,7,512,-0.41504277413454543
63,1.0,theta_minus20,0,1,Heston_minus_BS,0,512,0.40672756879737004
63,1.0,theta_minus20,0,1,Heston_minus_BS,1,512,0.41452625061469567
63,1.0,theta_minus20,0,1,Heston_minus_BS,2,512,0.4113616207834294
63,1.0,theta_minus20,0,1,Heston_minus_BS,3,512,0.45047301288338937
63,1.0,theta_minus20,0,1,Heston_minus_BS,4,512,0.3805164225223283
63,1.0,theta_minus20,0,1,Heston_minus_BS,5,512,0.4435921173731602
63,1.0,theta_minus20,0,1,Heston_minus_BS,6,512,0.36081592475042623
63,1.0,theta_minus20,0,1,Heston_minus_BS,7,512,0.36726278358105835
63,1.0,theta_minus20,0,1,Adjusted_minus_Heston,0,512,-0.5589529176313561
63,1.0,theta_minus20,0,1,Adjusted_minus_Heston,1,512,-0.5752301125893096
63,1.0,theta_minus20,0,1,Adjusted_minus_Heston,2,512,-0.5746449180835321
63,1.0,theta_minus20,0,1,Adjusted_minus_Heston,3,512,-0.615591065444386
63,1.0,theta_minus20,0,1,Adjusted_minus_Heston,4,512,-0.5077207119985951
63,1.0,theta_minus20,0,1,Adjusted_minus_Heston,5,512,-0.5958718763484263
63,1.0,theta_minus20,0,1,Adjusted_minus_Heston,6,512,-0.4568316779562855
63,1.0,theta_minus20,0,1,Adjusted_minus_Heston,7,512,-0.4842823579150977
63,1.0,theta_minus20,0,5,Heston_minus_BS,0,512,0.42709371157550274
63,1.0,theta_minus20,0,5,Heston_minus_BS,1,512,0.47387898268832856
63,1.0,theta_minus20,0,5,Heston_minus_BS,2,512,0.5066871031443556
63,1.0,theta_minus20,0,5,Heston_minus_BS,3,512,0.49690686539153217
63,1.0,theta_minus20,0,5,Heston_minus_BS,4,512,0.44942025878676456
63,1.0,theta_minus20,0,5,Heston_minus_BS,5,512,0.45798988831330684
63,1.0,theta_minus20,0,5,Heston_minus_BS,6,512,0.4057799704346543
63,1.0,theta_minus20,0,5,Heston_minus_BS,7,512,0.41141725944675744
63,1.0,theta_minus20,0,5,Adjusted_minus_Heston,0,512,-0.5721138870993394
63,1.0,theta_minus20,0,5,Adjusted_minus_Heston,1,512,-0.6593025452811276
63,1.0,theta_minus20,0,5,Adjusted_minus_Heston,2,512,-0.7284734729893703
63,1.0,theta_minus20,0,5,Adjusted_minus_Heston,3,512,-0.6741380357137694
63,1.0,theta_minus20,0,5,Adjusted_minus_Heston,4,512,-0.6003246661275748
63,1.0,theta_minus20,0,5,Adjusted_minus_Heston,5,512,-0.6218306860207072
63,1.0,theta_minus20,0,5,Adjusted_minus_Heston,6,512,-0.498664480701029
63,1.0,theta_minus20,0,5,Adjusted_minus_Heston,7,512,-0.5613453706176922
63,1.0,theta_minus20,5,1,Heston_minus_BS,0,512,0.38150281831216026
63,1.0,theta_minus20,5,1,Heston_minus_BS,1,512,0.3925384864238472
63,1.0,theta_minus20,5,1,Heston_minus_BS,2,512,0.3889387375265968
63,1.0,theta_minus20,5,1,Heston_minus_BS,3,512,0.4258594115439932
63,1.0,theta_minus20,5,1,Heston_minus_BS,4,512,0.354035228139132
63,1.0,theta_minus20,5,1,Heston_minus_BS,5,512,0.41200547694399287
63,1.0,theta_minus20,5,1,Heston_minus_BS,6,512,0.32620169067488985
63,1.0,theta_minus20,5,1,Heston_minus_BS,7,512,0.3436952887914761
63,1.0,theta_minus20,5,1,Adjusted_minus_Heston,0,512,-0.4992404221906396
63,1.0,theta_minus20,5,1,Adjusted_minus_Heston,1,512,-0.5202595589095868
63,1.0,theta_minus20,5,1,Adjusted_minus_Heston,2,512,-0.5198487355535637
63,1.0,theta_minus20,5,1,Adjusted_minus_Heston,3,512,-0.5585189794568138
63,1.0,theta_minus20,5,1,Adjusted_minus_Heston,4,512,-0.43952530255714684
63,1.0,theta_minus20,5,1,Adjusted_minus_Heston,5,512,-0.5248372439272276
63,1.0,theta_minus20,5,1,Adjusted_minus_Heston,6,512,-0.37694648079037973
63,1.0,theta_minus20,5,1,Adjusted_minus_Heston,7,512,-0.42317773557330574
63,1.0,theta_minus20,5,5,Heston_minus_BS,0,512,0.400902931048678
63,1.0,theta_minus20,5,5,Heston_minus_BS,1,512,0.4492965091052591
63,1.0,theta_minus20,5,5,Heston_minus_BS,2,512,0.484017628652392
63,1.0,theta_minus20,5,5,Heston_minus_BS,3,512,0.47035687420353167
63,1.0,theta_minus20,5,5,Heston_minus_BS,4,512,0.4242999992710045
63,1.0,theta_minus20,5,5,Heston_minus_BS,5,512,0.4254509850886257
63,1.0,theta_minus20,5,5,Heston_minus_BS,6,512,0.3745034938240448
63,1.0,theta_minus20,5,5,Heston_minus_BS,7,512,0.387295242069741
63,1.0,theta_minus20,5,5,Adjusted_minus_Heston,0,512,-0.5172159511113354
63,1.0,theta_minus20,5,5,Adjusted_minus_Heston,1,512,-0.6080972836777169
63,1.0,theta_minus20,5,5,Adjusted_minus_Heston,2,512,-0.6789372798091128
63,1.0,theta_minus20,5,5,Adjusted_minus_Heston,3,512,-0.6201110559085614
63,1.0,theta_minus20,5,5,Adjusted_minus_Heston,4,512,-0.5437843126953171
63,1.0,theta_minus20,5,5,Adjusted_minus_Heston,5,512,-0.5583472293577569
63,1.0,theta_minus20,5,5,Adjusted_minus_Heston,6,512,-0.43223550996793436
63,1.0,theta_minus20,5,5,Adjusted_minus_Heston,7,512,-0.5077773746410107
63,1.0,theta_minus20,10,1,Heston_minus_BS,0,512,0.3603785717696572
63,1.0,theta_minus20,10,1,Heston_minus_BS,1,512,0.37487597629762254
63,1.0,theta_minus20,10,1,Heston_minus_BS,2,512,0.3706633376543348
63,1.0,theta_minus20,10,1,Heston_minus_BS,3,512,0.4052517250150667
63,1.0,theta_minus20,10,1,Heston_minus_BS,4,512,0.3316329321061797
63,1.0,theta_minus20,10,1,Heston_minus_BS,5,512,0.38423084510372707
63,1.0,theta_minus20,10,1,Heston_minus_BS,6,512,0.29550483793790755
63,1.0,theta_minus20,10,1,Heston_minus_BS,7,512,0.3244688123012911
