maturity_days,strike_over_forward,scenario,fee_bps,rebalance_days,contrast,difference,se,ci95_low,ci95_high,sim95_low,sim95_high,n_paths,first_half_difference,refinement_shift,refinement_se,refinement_margin,expanded_low,expanded_high,supported_sign
63,0.9,theta_plus20,5,5,Heston_minus_BS,0.1204950489460141,0.0121557362241012,0.0966631997647524,0.1443268981272759,0.0723939654968674,0.1685961323951609,4096,0.1425691883473833,-0.0002811610794639697,0.0007703579613297027,0.001791062683670187,0.07060290281319721,0.1703871950788311,positive
63,0.9,theta_plus20,5,5,Adjusted_minus_Heston,-0.1406059821520086,0.0216982677884381,-0.1831463792036829,-0.0980655851003344,-0.2264675186605274,-0.0547444456434899,4096,-0.1785945500268055,0.000646454615162453,0.0015835925395454166,0.0037502959926714696,-0.23021781465319885,-0.050994149650818436,negative
63,0.9,theta_plus20,10,1,Heston_minus_BS,0.1061156045721122,0.0082268552790671,0.0899864972410348,0.1222447119031897,0.0735613729725597,0.1386698361716648,4096,0.1263252934171534,-0.000506262640874518,0.0005525895902007072,0.001589338237667904,0.07197203473489179,0.14025917440933272,positive
63,0.9,theta_plus20,10,1,Adjusted_minus_Heston,-0.1166288494060318,0.0140667302977222,-0.1442072855244568,-0.0890504132876068,-0.1722918677072868,-0.0609658311047768,4096,-0.151902172119995,0.0009438789426262119,0.001073445326951682,0.0030478317834515085,-0.1753396994907383,-0.0579179993213253,negative
63,0.9,theta_plus20,10,5,Heston_minus_BS,0.1133984076885306,0.012579851306464,0.0887350624553615,0.1380617529216997,0.0636190717178851,0.1631777436591761,4096,0.1376228802894523,-0.00025717836667672744,0.0007726273204525467,0.001771527914763719,0.06184754380312138,0.16494927157393982,positive
63,0.9,theta_plus20,10,5,Adjusted_minus_Heston,-0.1255141214770302,0.0224355377176387,-0.169499968268207,-0.0815282746858534,-0.2142930857525905,-0.03673515720147,4096,-0.1678198122085257,0.0005973084682688885,0.0015848733187538964,0.0037036601730265255,-0.21799674592561705,-0.03303149702844347,negative
63,0.9,xi_minus20,0,1,Heston_minus_BS,0.1075281261210036,0.0065458969749992,0.0946946106030413,0.1203616416389658,0.0816255620278744,0.1334306902141327,4096,0.1195451358035401,-0.0004510779568039178,0.0005006520836535076,0.0014323560407647927,0.0801932059871096,0.1348630462548975,positive
63,0.9,xi_minus20,0,1,Adjusted_minus_Heston,-0.1295157907801221,0.0101562408851315,-0.1494275424470529,-0.1096040391131913,-0.1697047337893283,-0.089326847770916,4096,-0.1485955164240426,0.000866547101934828,0.0008558915940614193,0.00254409462629521,-0.1722488284156235,-0.08678275314462079,negative
63,0.9,xi_minus20,0,5,Heston_minus_BS,0.127454729772267,0.0109259422894417,0.106033945049341,0.1488755144951929,0.0842200254206714,0.1706894341238625,4096,0.1452754299953389,-0.00035790625302219517,0.0007531068948377812,0.001833995766904246,0.08238602965376716,0.17252342989076674,positive
63,0.9,xi_minus20,0,5,Adjusted_minus_Heston,-0.1583110013311866,0.0172886788159609,-0.1922062075522906,-0.1244157951100825,-0.2267234912964761,-0.0898985113658971,4096,-0.1862912917847852,0.0005902613229424428,0.0012859653033372807,0.0031107533174835125,-0.2298342446139596,-0.0867877580484136,negative
