maturity_days,strike_over_forward,Adjusted,BS,Heston
63,0.9,0.5317910266802679,0.5529334848903822,0.684606933970992
63,1.0,1.114866602630589,1.253327720097741,1.6387564249742348
63,1.1,0.6368033072844812,0.805307207376194,1.0502669461257104
252,0.9,3.707163580279392,4.01079541299152,5.256979635707053
252,1.0,4.838973207620565,5.591655101959383,7.788732643234294
252,1.1,4.725221902213982,5.909807931257717,8.54049079276101
