maturity_days,strike_over_forward,scenario,fee_bps,rebalance_days,strategy,mse,mean_error,error_variance,mean_fees,top1pct_loss_share,max_abs_error,n_paths
63,0.9,theta_plus20,10,1,BS,0.53440032672548,-0.08664463515363584,0.5268930339245733,0.3124845350608004,0.1739208947621533,4.696002087100069,4096
63,0.9,theta_plus20,10,1,Heston,0.6405159312975922,-0.055278984149480806,0.6374601652089937,0.3062368848289023,0.17711296082900113,4.831759503170375,4096
63,0.9,theta_plus20,10,1,Adjusted,0.5238870818915604,-0.1194387867555744,0.5096214581099168,0.3151446691768529,0.15601452212147374,4.559313498572351,4096
63,0.9,theta_plus20,10,5,BS,1.0687544351290317,-0.02492617136649667,1.0681331211100398,0.2353871099926338,0.2109606392254689,8.924215832548327,4096
63,0.9,theta_plus20,10,5,Heston,1.1821528428175625,0.003346199755000074,1.182141645764762,0.23400709759229438,0.21789334829544438,9.232536613790671,4096
63,0.9,theta_plus20,10,5,Adjusted,1.0566387213405322,-0.05685771073081851,1.0534059220709828,0.2353282554904622,0.1888885362170151,8.637671689972876,4096
63,0.9,xi_minus20,0,1,BS,0.5529334848903822,0.22739069854834393,0.5012269551040784,0.0,0.1291039455565815,4.130730892239171,4096
63,0.9,xi_minus20,0,1,Heston,0.6604616110113858,0.2557789533303819,0.5950387380446001,0.0,0.13385089164167122,4.286578606293531,4096
63,0.9,xi_minus20,0,1,Adjusted,0.5309458202312636,0.21207457806890107,0.4859701935681613,0.0,0.12724464697834958,4.059107888235474,4096
63,0.9,xi_minus20,0,5,BS,1.1002335401980465,0.21159318707998792,1.0554618633793797,0.0,0.18344314983542825,8.529500009917356,4096
63,0.9,xi_minus20,0,5,Heston,1.2276882699703133,0.24172993635639314,1.1692549078394476,0.0,0.1897804275935445,8.78546258971447,4096
63,0.9,xi_minus20,0,5,Adjusted,1.069377268639127,0.19498256531461788,1.0313590678624576,0.0,0.17469504117911025,8.299737088717507,4096
63,0.9,xi_minus20,5,1,BS,0.5176673591013243,0.07037303169735257,0.5127149955110478,0.1562422675304002,0.15665423023405176,4.413366489669642,4096
63,0.9,xi_minus20,5,1,Heston,0.6253431116347558,0.10050576852049448,0.6152417021288605,0.1545021710967901,0.15952801952527695,4.569827438891153,4096
63,0.9,xi_minus20,5,1,Adjusted,0.4970243494426244,0.05287480962630529,0.4942286039496064,0.15841312500654536,0.15112178973372592,4.342647067885764,4096
63,0.9,xi_minus20,5,5,BS,1.070240362298104,0.09333350785674566,1.0615292186092589,0.1176935549963169,0.19942163819420214,8.726857921232863,4096
63,0.9,xi_minus20,5,5,Heston,1.190886018565065,0.12355657888263144,1.175619790379885,0.11760133039876919,0.2057273463453161,8.984202142727256,4096
63,0.9,xi_minus20,5,5,Adjusted,1.0440743769553986,0.07617734788999952,1.0382713886238446,0.11823883978621927,0.18980957951742572,8.496006268601874,4096
63,0.9,xi_minus20,10,1,BS,0.53440032672548,-0.08664463515363584,0.5268930339245733,0.3124845350608004,0.1739208947621533,4.696002087100069,4096
63,0.9,xi_minus20,10,1,Heston,0.6411769997357519,-0.054767416289407525,0.6381775298487347,0.3090043421935802,0.17540269068315376,4.853076271488803,4096
63,0.9,xi_minus20,10,1,Adjusted,0.5165930919360981,-0.10632495881631987,0.505288095068806,0.3168262500130907,0.16688000963106497,4.6261862475361255,4096
63,0.9,xi_minus20,10,5,BS,1.0687544351290317,-0.02492617136649667,1.0681331211100398,0.2353871099926338,0.2109606392254689,8.924215832548327,4096
63,0.9,xi_minus20,10,5,Heston,1.1825357419336213,0.005383221408839297,1.1825067628608847,0.23520266079753838,0.21774964328429766,9.182941695740112,4096
63,0.9,xi_minus20,10,5,Adjusted,1.0475714007515902,-0.042627869534660134,1.045754265490526,0.23647767957243854,0.20063140134308202,8.692275448486285,4096
63,0.9,xi_plus20,0,1,BS,0.5529334848903822,0.22739069854834393,0.5012269551040784,0.0,0.1291039455565815,4.130730892239171,4096
63,0.9,xi_plus20,0,1,Heston,0.713438325371992,0.26104348392985627,0.6452946248697549,0.0,0.13738172497778806,4.389955193862519,4096
63,0.9,xi_plus20,0,1,Adjusted,0.539318940819139,0.19416277137085577,0.5016197590327278,0.0,0.12373404591215563,4.066106899168275,4096
63,0.9,xi_plus20,0,5,BS,1.1002335401980465,0.21159318707998792,1.0554618633793797,0.0,0.18344314983542825,8.529500009917356,4096
63,0.9,xi_plus20,0,5,Heston,1.2913282747622574,0.24741080123402232,1.2301161701949965,0.0,0.18959800968114113,9.115813706793688,4096
63,0.9,xi_plus20,0,5,Adjusted,1.0743343849072327,0.1760738744502246,1.0433323756433193,0.0,0.16553941912725142,8.3844141322066,4096
63,0.9,xi_plus20,5,1,BS,0.5176673591013243,0.07037303169735257,0.5127149955110478,0.1562422675304002,0.15665423023405176,4.413366489669642,4096
63,0.9,xi_plus20,5,1,Heston,0.6797158980832946,0.10762048931481422,0.6681337283629345,0.15266444824369033,0.16130937217839542,4.673279618366351,4096
63,0.9,xi_plus20,5,1,Adjusted,0.5073530120600862,0.03530003939266356,0.5061069192789626,0.1580839247162389,0.14273700237973172,4.350356355934338,4096
63,0.9,xi_plus20,5,5,BS,1.070240362298104,0.09333350785674566,1.0615292186092589,0.1176935549963169,0.19942163819420214,8.726857921232863,4096
63,0.9,xi_plus20,5,5,Heston,1.2536545785339221,0.12977175194449597,1.2368138709311784,0.11706944374311776,0.205209527286765,9.316548112775408,4096
63,0.9,xi_plus20,5,5,Adjusted,1.0541142539368833,0.05762498332620052,1.0507936152335386,0.11788880750802863,0.17895824522519116,8.581463376412884,4096
63,0.9,xi_plus20,10,1,BS,0.53440032672548,-0.08664463515363584,0.5268930339245733,0.3124845350608004,0.1739208947621533,4.696002087100069,4096
63,0.9,xi_plus20,10,1,Heston,0.695746151535518,-0.04580250530024495,0.6936482820437391,0.30532889648738065,0.1760506731608543,4.956604042870055,4096
63,0.9,xi_plus20,10,1,Adjusted,0.5286351095342204,-0.1235626925855423,0.5133673705352312,0.3161678494324778,0.15629619055867894,4.634605812700414,4096
63,0.9,xi_plus20,10,5,BS,1.0687544351290317,-0.02492617136649667,1.0681331211100398,0.2353871099926338,0.2109606392254689,8.924215832548327,4096
63,0.9,xi_plus20,10,5,Heston,1.244163002304076,0.012132702654940847,1.2440157998303625,0.23413888748623551,0.21706727336013326,9.517282518757057,4096
63,0.9,xi_plus20,10,5,Adjusted,1.0625290007499157,-0.06082390779785073,1.058829452990114,0.23577761501605726,0.18874398576170534,8.778512620619182,4096
63,0.9,rho_minus10pp,0,1,BS,0.5529334848903822,0.22739069854834393,0.5012269551040784,0.0,0.1291039455565815,4.130730892239171,4096
63,0.9,rho_minus10pp,0,1,Heston,0.6975991333425839,0.2584694511227135,0.6307926761789072,0.0,0.13736774729252618,4.3287499989100695,4096
63,0.9,rho_minus10pp,0,1,Adjusted,0.5434283977121683,0.19274013071717908,0.5062796397232929,0.0,0.12250757742569518,4.007383904715994,4096
63,0.9,rho_minus10pp,0,5,BS,1.1002335401980465,0.21159318707998792,1.0554618633793797,0.0,0.18344314983542825,8.529500009917356,4096
63,0.9,rho_minus10pp,0,5,Heston,1.2708901238093284,0.24476488807742328,1.210980273373775,0.0,0.18957869413531256,9.019505596683615,4096
63,0.9,rho_minus10pp,0,5,Adjusted,1.0767968882475327,0.1746200955802014,1.0463047104670942,0.0,0.16304630310216212,8.30676256389792,4096
63,0.9,rho_minus10pp,5,1,BS,0.5176673591013243,0.07037303169735257,0.5127149955110478,0.1562422675304002,0.15665423023405176,4.413366489669642,4096
63,0.9,rho_minus10pp,5,1,Heston,0.6627747276591656,0.10488972051925682,0.6517728741885578,0.15282058743607285,0.16174676931456422,4.610723633418303,4096
63,0.9,rho_minus10pp,5,1,Adjusted,0.510767397481832,0.03381843406269139,0.5096237109993794,0.15814282363158502,0.14010658646842558,4.290056010104593,4096
63,0.9,rho_minus10pp,5,5,BS,1.070240362298104,0.09333350785674566,1.0615292186092589,0.1176935549963169,0.19942163819420214,8.726857921232863,4096
63,0.9,rho_minus10pp,5,5,Heston,1.2332306186612594,0.12715766217160462,1.2170615476123114,0.11703849952490455,0.20523231647935913,9.219316482348106,4096
63,0.9,rho_minus10pp,5,5,Adjusted,1.0565164353294454,0.05623139008303092,1.0533544660987753,0.11782951101563272,0.1759028277294145,8.502927906267303,4096
63,0.9,rho_minus10pp,10,1,BS,0.53440032672548,-0.08664463515363584,0.5268930339245733,0.3124845350608004,0.1739208947621533,4.696002087100069,4096
63,0.9,rho_minus10pp,10,1,Heston,0.6777488719586312,-0.048690010084184915,0.6753781548766333,0.3056411748721457,0.17648561101230414,4.892697267926479,4096
63,0.9,rho_minus10pp,10,1,Adjusted,0.5313350336089633,-0.12510326259179716,0.515684207297851,0.31628564726317004,0.15291464532857502,4.572728115493149,4096
63,0.9,rho_minus10pp,10,5,BS,1.0687544351290317,-0.02492617136649667,1.0681331211100398,0.2353871099926338,0.2109606392254689,8.924215832548327,4096
63,0.9,rho_minus10pp,10,5,Heston,1.22373223494858,0.009550436265830957,1.2236410241157123,0.2340769990498091,0.2170477204352851,9.419127368012468,4096
63,0.9,rho_minus10pp,10,5,Adjusted,1.064835287890837,-0.0621573154141248,1.0609717560313459,0.23565902203126543,0.18549711673182756,8.699093248636643,4096
63,0.9,rho_plus10pp,0,1,BS,0.5529334848903822,0.22739069854834393,0.5012269551040784,0.0,0.1291039455565815,4.130730892239171,4096
63,0.9,rho_plus10pp,0,1,Heston,0.6728485360616159,0.25800185300042544,0.6062835799099627,0.0,0.13406844420883413,4.339858863967692,4096
63,0.9,rho_plus10pp,0,1,Adjusted,0.529663836474072,0.21310580721542527,0.48424975140513393,0.0,0.12817174511035567,4.108359823246744,4096
63,0.9,rho_plus10pp,0,5,BS,1.1002335401980465,0.21159318707998792,1.0554618633793797,0.0,0.18344314983542825,8.529500009917356,4096
63,0.9,rho_plus10pp,0,5,Heston,1.2439145197729424,0.24405235375028345,1.184352968401889,0.0,0.1899542146143349,8.867541369354313,4096
63,0.9,rho_plus10pp,0,5,Adjusted,1.06981221192244,0.19604665008998703,1.0313779229109343,0.0,0.17654783177771585,8.365864637391013,4096
63,0.9,rho_plus10pp,5,1,BS,0.5176673591013243,0.07037303169735257,0.5127149955110478,0.1562422675304002,0.15665423023405176,4.413366489669642,4096
63,0.9,rho_plus10pp,5,1,Heston,0.6386286816983602,0.10290517310771935,0.6280392070460306,0.15432645698790903,0.15950841593911927,4.624300166682389,4096
63,0.9,rho_plus10pp,5,1,Adjusted,0.49642542400766354,0.0539775558651583,0.4935118474704874,0.15834188672821659,0.15320623133865233,4.393238907905484,4096
63,0.9,rho_plus10pp,5,5,BS,1.070240362298104,0.09333350785674566,1.0615292186092589,0.1176935549963169,0.19942163819420214,8.726857921232863,4096
63,0.9,rho_plus10pp,5,5,Heston,1.2070562141416745,0.12586202896957566,1.1912149638053362,0.11761758797700667,0.20589636605806955,9.06707222594514,4096
63,0.9,rho_plus10pp,5,5,Adjusted,1.0446385717656264,0.07719858094958709,1.038678950864996,0.1182810245009128,0.19199842958961202,8.56288750096357,4096
63,0.9,rho_plus10pp,10,1,BS,0.53440032672548,-0.08664463515363584,0.5268930339245733,0.3124845350608004,0.1739208947621533,4.696002087100069,4096
63,0.9,rho_plus10pp,10,1,Heston,0.655292821331179,-0.05219150678497185,0.6525688679506932,0.30865291397581807,0.17510403892236498,4.908741469397086,4096
63,0.9,rho_plus10pp,10,1,Adjusted,0.5166788372325073,-0.10515069548512074,0.5056221684715028,0.31668377345643317,0.16937215233795377,4.678117992564239,4096
63,0.9,rho_plus10pp,10,5,BS,1.0687544351290317,-0.02492617136649667,1.0681331211100398,0.2353871099926338,0.2109606392254689,8.924215832548327,4096
63,0.9,rho_plus10pp,10,5,Heston,1.1986626006842616,0.00767170418888228,1.1986037456391,0.23523517595401333,0.21787818872581471,9.266603082535966,4096
63,0.9,rho_plus10pp,10,5,Adjusted,1.0482912742307176,-0.04164948819081244,1.0465565943641608,0.2365620490018256,0.20289742173792535,8.759910364536097,4096
63,1.0,reference,0,1,BS,1.253327720097741,0.3477974027861862,1.1323646867129245,0.0,0.07325983213862763,4.516297015523596,4096
63,1.0,reference,0,1,Heston,1.6387564249742348,0.4032128020422939,1.4761758612434366,0.0,0.06517224611645939,5.027969243846602,4096
