maturity_days,strike_over_forward,scenario,fee_bps,rebalance_days,contrast,difference,se,ci95_low,ci95_high,sim95_low,sim95_high,n_paths,first_half_difference
63,1.0,kappa_minus20,10,1,Adjusted_minus_Heston,-0.4272402108223874,0.0227806097520239,-0.4719025863345341,-0.3825778353102407,-0.5173846488476179,-0.3370957727971568,4096,-0.4780933855002587
63,1.0,kappa_minus20,10,5,Heston_minus_BS,0.41044666816420716,0.01710459657324003,0.3769123631805597,0.4439809731478546,0.34276260428149996,0.47813073204691436,4096,0.43961405508913354
63,1.0,kappa_minus20,10,5,Adjusted_minus_Heston,-0.5104987588313887,0.031324914619244616,-0.571912615389216,-0.4490849022735615,-0.6344535982881888,-0.38654391937458865,4096,-0.5642369889463581
63,1.0,kappa_plus20,0,1,Heston_minus_BS,0.3614418985188058,0.01043468706200927,0.34098424102024866,0.381899556017363,0.3201511248558927,0.40273267218171893,4096,0.3801972851006795
63,1.0,kappa_plus20,0,1,Adjusted_minus_Heston,-0.4965060582851159,0.019264540130866044,-0.5342750264891877,-0.45873709008104413,-0.5727371672332483,-0.4202749493369835,4096,-0.5316028868379439
63,1.0,kappa_plus20,0,5,Heston_minus_BS,0.40342441555417724,0.014563084053521802,0.374872856324927,0.4319759747834275,0.3457972913371756,0.46105153977117885,4096,0.42707964244914287
63,1.0,kappa_plus20,0,5,Adjusted_minus_Heston,-0.5573531006777119,0.026728918301489983,-0.6097563067028964,-0.5049498946525275,-0.6631212669181283,-0.4515849344372955,4096,-0.5996296039291741
63,1.0,kappa_plus20,5,1,Heston_minus_BS,0.3358920192303703,0.01065421917200114,0.31500395948884596,0.3567800789718947,0.29373254192435333,0.3780514965363873,4096,0.35798492012901517
63,1.0,kappa_plus20,5,1,Adjusted_minus_Heston,-0.4383342369508327,0.01955580675814209,-0.4766742460367405,-0.39999422786492483,-0.5157179079557805,-0.36095056594588476,4096,-0.479640528050736
63,1.0,kappa_plus20,5,5,Heston_minus_BS,0.37862939378942373,0.014910649938386911,0.3493964165369497,0.40786237104189776,0.3196269274850522,0.43763186009379523,4096,0.4041608413163301
63,1.0,kappa_plus20,5,5,Adjusted_minus_Heston,-0.505501677375818,0.027319593553675883,-0.5590629279049041,-0.45194042684673186,-0.6136071861739322,-0.3973961685777038,4096,-0.5512958825364205
