maturity_days,strike_over_forward,scenario,fee_bps,rebalance_days,strategy,coarse_mse,fine_mse,mse_refinement_shift,mse_refinement_se
63,1.1,rho_plus10pp,0,1,Adjusted,0.6465985970867242,0.6450471443365046,-0.0015514527502196508,0.0020874070383249516
63,1.1,rho_plus10pp,0,5,BS,1.2557652111786077,1.2543973700452584,-0.0013678411333492785,0.0042042234536976185
63,1.1,rho_plus10pp,0,5,Heston,1.5135778260092616,1.5136071851218453,2.9359112583494137e-05,0.0045778658114902235
63,1.1,rho_plus10pp,0,5,Adjusted,1.0695298890802898,1.0673690801895506,-0.0021608088907391124,0.003915313998086355
63,1.1,rho_plus10pp,5,1,BS,0.7209570148646355,0.7203386864511185,-0.0006183284135169797,0.002246759858230175
63,1.1,rho_plus10pp,5,1,Heston,0.892594065011561,0.8933932010000079,0.0007991359884467323,0.0025818587772725443
63,1.1,rho_plus10pp,5,1,Adjusted,0.6303868574823348,0.6286233329460117,-0.0017635245363231335,0.001976364433678227
63,1.1,rho_plus10pp,5,5,BS,1.2146047704121816,1.2130462329098362,-0.0015585375023452633,0.004132153987918801
63,1.1,rho_plus10pp,5,5,Heston,1.4524363250851415,1.4522891190552412,-0.00014720602990042587,0.0044630780248817135
63,1.1,rho_plus10pp,5,5,Adjusted,1.0540463045406996,1.0516710763098214,-0.0023752282308780273,0.0039029438627636547
63,1.1,rho_plus10pp,10,1,BS,0.6992759948989726,0.6984107098217944,-0.0008652850771782358,0.002116627984864896
63,1.1,rho_plus10pp,10,1,Heston,0.8424113333883582,0.8430101077787475,0.0005987743903893669,0.0023852718279134535
63,1.1,rho_plus10pp,10,1,Adjusted,0.6470584156619733,0.6450041595904699,-0.002054256071503483,0.001964318410269513
63,1.1,rho_plus10pp,10,5,BS,1.184522052420972,1.1827731742645196,-0.0017488781564524484,0.004083813924730987
63,1.1,rho_plus10pp,10,5,Heston,1.4032162731109907,1.4028910939120682,-0.0003251791989223614,0.004373960456330999
63,1.1,rho_plus10pp,10,5,Adjusted,1.048867225981934,1.0462771024671191,-0.0025901235148146394,0.003911989669109106
252,0.9,reference,0,1,BS,4.12151815691306,4.110544099691324,-0.010974057221736921,0.00842903157733
252,0.9,reference,0,1,Heston,5.18428525864822,5.173243457603617,-0.011041801044603535,0.008468968417996011
252,0.9,reference,0,1,Adjusted,3.9648911391365798,3.957343173283593,-0.007547965852986661,0.008588759602473033
252,0.9,reference,0,5,BS,5.206413711114028,5.1879037599084805,-0.018509951205546875,0.014130778969378487
252,0.9,reference,0,5,Heston,6.437796577636495,6.41799748768039,-0.01979908995610584,0.013499516632450767
252,0.9,reference,0,5,Adjusted,4.969954799203016,4.956538347878121,-0.013416451324896016,0.01478023949494577
252,0.9,reference,5,1,BS,3.5084783739618524,3.500583267105685,-0.007895106856167544,0.007985073417319454
252,0.9,reference,5,1,Heston,4.529769170561202,4.522512319944638,-0.007256850616564982,0.008249257219114622
252,0.9,reference,5,1,Adjusted,3.400120760158409,3.3953604122486887,-0.004760347909720246,0.008157216607378058
252,0.9,reference,5,5,BS,4.822857860562613,4.806584719705086,-0.01627314085752703,0.013945782624229233
252,0.9,reference,5,5,Heston,6.000876074417811,5.983635703532679,-0.017240370885132535,0.013374764074281285
252,0.9,reference,5,5,Adjusted,4.628311921549381,4.617001510961597,-0.011310410587783894,0.014624319226597583
252,0.9,reference,10,1,BS,3.0500518215502264,3.0454270202745715,-0.0046248012756549975,0.007821818723649657
252,0.9,reference,10,1,Heston,4.0230816070771045,4.019818367974888,-0.0032632391022157457,0.00831367132612584
252,0.9,reference,10,1,Adjusted,2.9940706289523895,2.9922825084627673,-0.0017881204896218594,0.0079946297178252
252,0.9,reference,10,5,BS,4.496645084577668,4.482612222409331,-0.014032862168336466,0.013852023993663648
252,0.9,reference,10,5,Heston,5.620017180282299,5.605343161213307,-0.014674019068992138,0.013343862366383427
252,0.9,reference,10,5,Adjusted,4.344950755370622,4.335740697215042,-0.009210058155580354,0.014554411663093741
252,0.9,kappa_minus20,0,1,BS,4.12151815691306,4.110544099691324,-0.010974057221736921,0.00842903157733
252,0.9,kappa_minus20,0,1,Heston,5.406462433425345,5.396293511663637,-0.010168921761707032,0.008444059191681326
252,0.9,kappa_minus20,0,1,Adjusted,3.9940929695858003,3.9872510891512967,-0.006841880434503764,0.008499578054525633
252,0.9,kappa_minus20,0,5,BS,5.206413711114028,5.1879037599084805,-0.018509951205546875,0.014130778969378487
252,0.9,kappa_minus20,0,5,Heston,6.682835705626267,6.664032254568792,-0.018803451057474753,0.013443136464234904
252,0.9,kappa_minus20,0,5,Adjusted,4.990171257673431,4.977755375922264,-0.012415881751166114,0.014778019659983044
252,0.9,kappa_minus20,5,1,BS,3.5084783739618524,3.500583267105685,-0.007895106856167544,0.007985073417319454
252,0.9,kappa_minus20,5,1,Heston,4.739196447928074,4.7329455217290235,-0.006250926199050913,0.008249816017047608
252,0.9,kappa_minus20,5,1,Adjusted,3.4312356856445083,3.427164644426463,-0.0040710412180451,0.008078730432315884
252,0.9,kappa_minus20,5,5,BS,4.822857860562613,4.806584719705086,-0.01627314085752703,0.013945782624229233
252,0.9,kappa_minus20,5,5,Heston,6.235496801394536,6.219285260053098,-0.016211541341437503,0.013348362254504597
252,0.9,kappa_minus20,5,5,Adjusted,4.652224625251167,4.6418832793763745,-0.010341345874792764,0.014636156847525507
252,0.9,kappa_minus20,10,1,BS,3.0500518215502264,3.0454270202745715,-0.0046248012756549975,0.007821818723649657
252,0.9,kappa_minus20,10,1,Heston,4.222489432127224,4.220354763548803,-0.002134668578422115,0.008339080074304586
252,0.9,kappa_minus20,10,1,Adjusted,3.0305677653668557,3.029445340887473,-0.0011224244793825704,0.007928091335472674
252,0.9,kappa_minus20,10,5,BS,4.496645084577668,4.482612222409331,-0.014032862168336466,0.013852023993663648
252,0.9,kappa_minus20,10,5,Heston,5.845013964005441,5.831398601762352,-0.013615362243087945,0.013347774092314328
252,0.9,kappa_minus20,10,5,Adjusted,4.373389524728826,4.36511448987173,-0.008275034857096178,0.01458024526353209
252,0.9,kappa_plus20,0,1,BS,4.12151815691306,4.110544099691324,-0.010974057221736921,0.00842903157733
252,0.9,kappa_plus20,0,1,Heston,5.023605666821468,5.012016986891103,-0.011588679930364458,0.008544020597996473
252,0.9,kappa_plus20,0,1,Adjusted,3.95394207271541,3.9459400677353202,-0.008002004980089081,0.008695869024574218
252,0.9,kappa_plus20,0,5,BS,5.206413711114028,5.1879037599084805,-0.018509951205546875,0.014130778969378487
252,0.9,kappa_plus20,0,5,Heston,6.260270934798602,6.239783336109058,-0.020487598689543488,0.013592140872057743
252,0.9,kappa_plus20,0,5,Adjusted,4.967179203366832,4.952984823407491,-0.014194379959339752,0.014800657463234454
252,0.9,kappa_plus20,5,1,BS,3.5084783739618524,3.500583267105685,-0.007895106856167544,0.007985073417319454
252,0.9,kappa_plus20,5,1,Heston,4.379311177805798,4.37137750572316,-0.007933672082638323,0.008303954587302903
252,0.9,kappa_plus20,5,1,Adjusted,3.387870709474485,3.3826605922519537,-0.005210117222531133,0.008259859064611455
252,0.9,kappa_plus20,5,5,BS,4.822857860562613,4.806584719705086,-0.01627314085752703,0.013945782624229233
252,0.9,kappa_plus20,5,5,Heston,5.831731976603265,5.8137601142129665,-0.017971862390299943,0.013445683554283184
252,0.9,kappa_plus20,5,5,Adjusted,4.6226992979741945,4.610626419386234,-0.012072878587960422,0.01463524264384607
252,0.9,kappa_plus20,10,1,BS,3.0500518215502264,3.0454270202745715,-0.0046248012756549975,0.007821818723649657
252,0.9,kappa_plus20,10,1,Heston,3.8808808029523343,3.876818383679967,-0.004062419272367463,0.008347413772372962
252,0.9,kappa_plus20,10,1,Adjusted,2.977859402499653,2.975632056979827,-0.00222734551982595,0.008091155450875753
252,0.9,kappa_plus20,10,5,BS,4.496645084577668,4.482612222409331,-0.014032862168336466,0.013852023993663648
252,0.9,kappa_plus20,10,5,Heston,5.458680151850715,5.443235455825805,-0.015444696024910415,0.013392236926607437
252,0.9,kappa_plus20,10,5,Adjusted,4.335858913368056,4.32590505206681,-0.009953861301245748,0.014555741982852739
252,0.9,theta_minus20,0,1,BS,4.12151815691306,4.110544099691324,-0.010974057221736921,0.00842903157733
252,0.9,theta_minus20,0,1,Heston,5.431376180815098,5.422349910772757,-0.009026270042339923,0.0085868217799492
252,0.9,theta_minus20,0,1,Adjusted,3.9304170682733686,3.9246429062229633,-0.005774162050405528,0.008311679836181994
252,0.9,theta_minus20,0,5,BS,5.206413711114028,5.1879037599084805,-0.018509951205546875,0.014130778969378487
252,0.9,theta_minus20,0,5,Heston,6.736273308048027,6.7183323503566905,-0.01794095769133656,0.013600971160294949
252,0.9,theta_minus20,0,5,Adjusted,4.962868471379981,4.95091709557605,-0.011951375803930929,0.014644246571880648
252,0.9,theta_minus20,5,1,BS,3.5084783739618524,3.500583267105685,-0.007895106856167544,0.007985073417319454
252,0.9,theta_minus20,5,1,Heston,4.771840089786657,4.766967442202738,-0.004872647583919863,0.008510225185014337
252,0.9,theta_minus20,5,1,Adjusted,3.3597752353069046,3.357088755032085,-0.002686480274819777,0.00803772878675333
252,0.9,theta_minus20,5,5,BS,4.822857860562613,4.806584719705086,-0.01627314085752703,0.013945782624229233
252,0.9,theta_minus20,5,5,Heston,6.291304304285106,6.276055526854381,-0.015248777430725308,0.013560109498612473
252,0.9,theta_minus20,5,5,Adjusted,4.614694587586717,4.604933139514867,-0.009761448071850446,0.014574136347097187
252,0.9,theta_minus20,10,1,BS,3.0500518215502264,3.0454270202745715,-0.0046248012756549975,0.007821818723649657
252,0.9,theta_minus20,10,1,Heston,4.267085449808709,4.266574234646274,-0.0005112151624357148,0.008721935326155632
252,0.9,theta_minus20,10,1,Adjusted,2.9560241934793705,2.9566141150552987,0.0005899215759282896,0.008045147539635237
252,0.9,theta_minus20,10,5,BS,4.496645084577668,4.482612222409331,-0.014032862168336466,0.013852023993663648
252,0.9,theta_minus20,10,5,Heston,5.9043151012180335,5.891764130780556,-0.012550970437476402,0.013615830078265287
252,0.9,theta_minus20,10,5,Adjusted,4.326972370608362,4.319394223126432,-0.007578147481929612,0.014592648001084788
252,0.9,theta_plus20,0,1,BS,4.12151815691306,4.110544099691324,-0.010974057221736921,0.00842903157733
252,0.9,theta_plus20,0,1,Heston,5.045555100505977,5.033003331926457,-0.012551768579519111,0.008537086989904106
252,0.9,theta_plus20,0,1,Adjusted,4.048147218095156,4.039320063820391,-0.008827154274765867,0.008955688488564454
252,0.9,theta_plus20,0,5,BS,5.206413711114028,5.1879037599084805,-0.018509951205546875,0.014130778969378487
252,0.9,theta_plus20,0,5,Heston,6.259077623604698,6.2378951426523725,-0.021182480952326315,0.013548723361445003
252,0.9,theta_plus20,0,5,Adjusted,5.033176939446809,5.018692265620599,-0.014484673826210766,0.014993709272254331
252,0.9,theta_plus20,5,1,BS,3.5084783739618524,3.500583267105685,-0.007895106856167544,0.007985073417319454
252,0.9,theta_plus20,5,1,Heston,4.396885925719385,4.387771121153069,-0.009114804566316125,0.008191112522305796
252,0.9,theta_plus20,5,1,Adjusted,3.4891262148046067,3.48281613012995,-0.006310084674656612,0.008398278806498408
252,0.9,theta_plus20,5,5,BS,4.822857860562613,4.806584719705086,-0.01627314085752703,0.013945782624229233
252,0.9,theta_plus20,5,5,Heston,5.829537604613744,5.81077308266514,-0.01876452194860397,0.013353047616399539
252,0.9,theta_plus20,5,5,Adjusted,4.697228129352238,4.6847567405443495,-0.012471388807888357,0.014767403020350973
252,0.9,theta_plus20,10,1,BS,3.0500518215502264,3.0454270202745715,-0.0046248012756549975,0.007821818723649657
252,0.9,theta_plus20,10,1,Heston,3.890180487010213,3.8847090592648925,-0.005471427745321072,0.008118859376461502
252,0.9,theta_plus20,10,1,Adjusted,3.0819947145176787,3.078382773375756,-0.0036119411419233286,0.00809193328343956
252,0.9,theta_plus20,10,5,BS,4.496645084577668,4.482612222409331,-0.014032862168336466,0.013852023993663648
252,0.9,theta_plus20,10,5,Heston,5.454446868375942,5.438110395679565,-0.016336472696376204,0.013247383246907612
252,0.9,theta_plus20,10,5,Adjusted,4.4177527752293635,4.4072903740842655,-0.010462401145099137,0.0146236748916973
252,0.9,xi_minus20,0,1,BS,4.12151815691306,4.110544099691324,-0.010974057221736921,0.00842903157733
252,0.9,xi_minus20,0,1,Heston,4.963463536275015,4.951789097102045,-0.011674439172969418,0.00832748739627183
252,0.9,xi_minus20,0,1,Adjusted,3.9765198968011246,3.967830966505419,-0.008688930295705843,0.008582359289603705
252,0.9,xi_minus20,0,5,BS,5.206413711114028,5.1879037599084805,-0.018509951205546875,0.014130778969378487
252,0.9,xi_minus20,0,5,Heston,6.1777471166828715,6.157340600421238,-0.020406516261634186,0.013544363380429612
252,0.9,xi_minus20,0,5,Adjusted,4.995559511885064,4.980644898718538,-0.014914613166527705,0.014695647154071796
252,0.9,xi_minus20,5,1,BS,3.5084783739618524,3.500583267105685,-0.007895106856167544,0.007985073417319454
252,0.9,xi_minus20,5,1,Heston,4.308841623069649,4.300723855799525,-0.008117767270123888,0.008034577598067307
252,0.9,xi_minus20,5,1,Adjusted,3.397228402154438,3.3912973959149335,-0.005931006239504458,0.00810980087813807
252,0.9,xi_minus20,5,5,BS,4.822857860562613,4.806584719705086,-0.01627314085752703,0.013945782624229233
252,0.9,xi_minus20,5,5,Heston,5.745556769252225,5.727608667961231,-0.01794810129099363,0.01340083614657952
252,0.9,xi_minus20,5,5,Adjusted,4.641321593711452,4.6284885816697265,-0.012833012041724856,0.014522977738818717
252,0.9,xi_minus20,10,1,BS,3.0500518215502264,3.0454270202745715,-0.0046248012756549975,0.007821818723649657
252,0.9,xi_minus20,10,1,Heston,3.8032886775663997,3.798937952845178,-0.004350724721221718,0.00802488563437855
252,0.9,xi_minus20,10,1,Adjusted,2.9760970483653857,2.9731152375021335,-0.0029818108632516985,0.007906592741399229
252,0.9,xi_minus20,10,5,BS,4.496645084577668,4.482612222409331,-0.014032862168336466,0.013852023993663648
252,0.9,xi_minus20,10,5,Heston,5.369668668266975,5.354186732922934,-0.01548193534404068,0.013351171480434925
252,0.9,xi_minus20,10,5,Adjusted,4.345240548266958,4.334487192152692,-0.01075335611426552,0.014437340478010352
252,0.9,xi_plus20,0,1,BS,4.12151815691306,4.110544099691324,-0.010974057221736921,0.00842903157733
252,0.9,xi_plus20,0,1,Heston,5.428281277032265,5.418219583510398,-0.010061693521866135,0.00872626904872274
252,0.9,xi_plus20,0,1,Adjusted,3.993033992474267,3.98688114148572,-0.00615285098854647,0.00863810136622173
252,0.9,xi_plus20,0,5,BS,5.206413711114028,5.1879037599084805,-0.018509951205546875,0.014130778969378487
252,0.9,xi_plus20,0,5,Heston,6.7256507733805115,6.706814442287373,-0.018836331093138897,0.013565089387218673
252,0.9,xi_plus20,0,5,Adjusted,4.986423162218591,4.974719727061402,-0.011703435157188611,0.014911211795351076
252,0.9,xi_plus20,5,1,BS,3.5084783739618524,3.500583267105685,-0.007895106856167544,0.007985073417319454
252,0.9,xi_plus20,5,1,Heston,4.77620270078466,4.770152350046088,-0.0060503507385733,0.008590031113892671
252,0.9,xi_plus20,5,1,Adjusted,3.443206123690974,3.4398886219066838,-0.0033175017842900457,0.00826249730735172
252,0.9,xi_plus20,5,5,BS,4.822857860562613,4.806584719705086,-0.01627314085752703,0.013945782624229233
252,0.9,xi_plus20,5,5,Heston,6.285166433642517,6.268984668208559,-0.016181765433957662,0.013463909058111838
252,0.9,xi_plus20,5,5,Adjusted,4.657504269248394,4.6479273185781,-0.009576950670293558,0.014778451295771863
252,0.9,xi_plus20,10,1,BS,3.0500518215502264,3.0454270202745715,-0.0046248012756549975,0.007821818723649657
252,0.9,xi_plus20,10,1,Heston,4.271125958172075,4.26929176457262,-0.0018341935994539748,0.008738454369525835
252,0.9,xi_plus20,10,1,Adjusted,3.0529568367713256,3.0526517648392257,-0.00030507193210023344,0.008154649825445372
252,0.9,xi_plus20,10,5,BS,4.496645084577668,4.482612222409331,-0.014032862168336466,0.013852023993663648
252,0.9,xi_plus20,10,5,Heston,5.90060161180388,5.887081789137242,-0.013519822666638363,0.013456468666322661
252,0.9,xi_plus20,10,5,Adjusted,4.387068536626184,4.379609256387685,-0.00745928023849817,0.014730750420088975
252,0.9,rho_minus10pp,0,1,BS,4.12151815691306,4.110544099691324,-0.010974057221736921,0.00842903157733
252,0.9,rho_minus10pp,0,1,Heston,5.386304179146938,5.374814691571583,-0.011489487575355749,0.008672617237106786
252,0.9,rho_minus10pp,0,1,Adjusted,4.020232828529606,4.012662777132384,-0.007570051397221712,0.008778250331085848
252,0.9,rho_minus10pp,0,5,BS,5.206413711114028,5.1879037599084805,-0.018509951205546875,0.014130778969378487
252,0.9,rho_minus10pp,0,5,Heston,6.660615344428084,6.640817153973873,-0.019798190454211436,0.01349750034891624
252,0.9,rho_minus10pp,0,5,Adjusted,5.001010426525014,4.988248574800244,-0.012761851724769737,0.014934485105774425
252,0.9,rho_minus10pp,5,1,BS,3.5084783739618524,3.500583267105685,-0.007895106856167544,0.007985073417319454
252,0.9,rho_minus10pp,5,1,Heston,4.731689816624149,4.7240901030319495,-0.007599713592199646,0.008454005759832272
252,0.9,rho_minus10pp,5,1,Adjusted,3.46963241014686,3.4647379115751917,-0.004894498571667751,0.008316260314039694
252,0.9,rho_minus10pp,5,5,BS,4.822857860562613,4.806584719705086,-0.01627314085752703,0.013945782624229233
252,0.9,rho_minus10pp,5,5,Heston,6.220506972562873,6.203323592157297,-0.01718338040557738,0.013356631657692736
252,0.9,rho_minus10pp,5,5,Adjusted,4.67233040372892,4.6616275330723465,-0.010702870656573386,0.014758743224977852
252,0.9,rho_minus10pp,10,1,BS,3.0500518215502264,3.0454270202745715,-0.0046248012756549975,0.007821818723649657
252,0.9,rho_minus10pp,10,1,Heston,4.222405303956398,4.218906870144258,-0.00349843381214136,0.008517436169439114
252,0.9,rho_minus10pp,10,1,Adjusted,3.0765149025997682,3.074475239101993,-0.0020396634977754282,0.008114510546576635
252,0.9,rho_minus10pp,10,5,BS,4.496645084577668,4.482612222409331,-0.014032862168336466,0.013852023993663648
252,0.9,rho_minus10pp,10,5,Heston,5.835863454585035,5.821303672636427,-0.014559781948608434,0.013308094458318702
252,0.9,rho_minus10pp,10,5,Adjusted,4.401581927025595,4.3929305257147,-0.008651401310895854,0.014666630567804572
252,0.9,rho_plus10pp,0,1,BS,4.12151815691306,4.110544099691324,-0.010974057221736921,0.00842903157733
252,0.9,rho_plus10pp,0,1,Heston,5.0056784829176095,4.995059127079938,-0.010619355837671157,0.00831395545259503
252,0.9,rho_plus10pp,0,1,Adjusted,3.952673699013724,3.9450479437393886,-0.007625755274335017,0.008440565709417208
252,0.9,rho_plus10pp,0,5,BS,5.206413711114028,5.1879037599084805,-0.018509951205546875,0.014130778969378487
252,0.9,rho_plus10pp,0,5,Heston,6.239545112274158,6.219830961414337,-0.019714150859820586,0.013559508796031414
252,0.9,rho_plus10pp,0,5,Adjusted,4.9827838178077215,4.968614332965009,-0.014169484842712573,0.014658653436990103
252,0.9,rho_plus10pp,5,1,BS,3.5084783739618524,3.500583267105685,-0.007895106856167544,0.007985073417319454
252,0.9,rho_plus10pp,5,1,Heston,4.352224492095337,4.345303635490192,-0.006920856605143192,0.00809258605319331
252,0.9,rho_plus10pp,5,1,Adjusted,3.374167214650185,3.369437130576351,-0.004730084073833921,0.008039781215090552
252,0.9,rho_plus10pp,5,5,BS,4.822857860562613,4.806584719705086,-0.01627314085752703,0.013945782624229233
252,0.9,rho_plus10pp,5,5,Heston,5.80627169981252,5.789070571982226,-0.017201127830295114,0.013451209977917575
252,0.9,rho_plus10pp,5,5,Adjusted,4.628418697631585,4.616386892955424,-0.01203180467616231,0.014523278610372057
252,0.9,rho_plus10pp,10,1,BS,3.0500518215502264,3.0454270202745715,-0.0046248012756549975,0.007821818723649657
252,0.9,rho_plus10pp,10,1,Heston,3.849149601590856,3.84613519326321,-0.003014408327646409,0.008158108305322294
252,0.9,rho_plus10pp,10,1,Adjusted,2.9555001911381265,2.95385746697972,-0.0016427241584065265,0.007916019217011301
252,0.9,rho_plus10pp,10,5,BS,4.496645084577668,4.482612222409331,-0.014032862168336466,0.013852023993663648
252,0.9,rho_plus10pp,10,5,Heston,5.429665756626348,5.4149847130395035,-0.014681043586843759,0.013438161603460482
252,0.9,rho_plus10pp,10,5,Adjusted,4.332657737336794,4.322761548997335,-0.009896188339459551,0.014476292045537551
252,1.0,reference,0,1,BS,5.5716795704083495,5.566767960280519,-0.004911610127830682,0.015040382063613904
252,1.0,reference,0,1,Heston,7.409325013379953,7.403173651948152,-0.006151361431800506,0.016426673052864778
252,1.0,reference,0,1,Adjusted,5.05059948393032,5.047299532015014,-0.0032999519153059233,0.013271923725708845
252,1.0,reference,0,5,BS,6.808641166987396,6.800367750644936,-0.008273416342459504,0.018636120225850882
252,1.0,reference,0,5,Heston,8.839208989314127,8.83118125325394,-0.00802773606018829,0.019413739646265523
252,1.0,reference,0,5,Adjusted,6.1880943192768045,6.18230121000142,-0.005793109275384871,0.017529837371655647
252,1.0,reference,5,1,BS,4.757209900285591,4.751769876024496,-0.005440024261096048,0.013558961173500958
252,1.0,reference,5,1,Heston,6.4609341078064,6.454952828581646,-0.005981279224754516,0.014983781334432442
252,1.0,reference,5,1,Adjusted,4.364549307349176,4.360628356728974,-0.003920950620202178,0.011921694547842589
252,1.0,reference,5,5,BS,6.315625005691471,6.306520895678714,-0.009104110012757204,0.017830998657793903
252,1.0,reference,5,5,Heston,8.244140828140939,8.235753246660675,-0.008387581480262946,0.01858109093238564
252,1.0,reference,5,5,Adjusted,5.780470003240891,5.773703744629467,-0.006766258611424202,0.016820588944358117
252,1.0,reference,10,1,BS,4.139066549976085,4.13347205729512,-0.00559449268096415,0.012285676143240148
252,1.0,reference,10,1,Heston,5.711045669780379,5.705642128463679,-0.00540354131670079,0.013759948505142248
252,1.0,reference,10,1,Adjusted,3.8770373067768653,3.872893508620554,-0.004143798156311489,0.010784734062494061
252,1.0,reference,10,5,BS,5.886029282021927,5.876226510205864,-0.009802771816062233,0.017086039997013296
252,1.0,reference,10,5,Heston,7.713721594261315,7.705112497331681,-0.008609096929634028,0.017812619953325882
252,1.0,reference,10,5,Adjusted,5.436501903256543,5.4289020678628015,-0.007599835393742613,0.016170634005271394
252,1.0,kappa_minus20,0,1,BS,5.5716795704083495,5.566767960280519,-0.004911610127830682,0.015040382063613904
252,1.0,kappa_minus20,0,1,Heston,7.620686121580473,7.612825852249239,-0.007860269331233745,0.016180108442441873
252,1.0,kappa_minus20,0,1,Adjusted,5.009636099363887,5.005184653707977,-0.004451445655910214,0.012821710569017104
252,1.0,kappa_minus20,0,5,BS,6.808641166987396,6.800367750644936,-0.008273416342459504,0.018636120225850882
252,1.0,kappa_minus20,0,5,Heston,9.080960810619256,9.072043102767875,-0.00891770785138074,0.019222396616508895
252,1.0,kappa_minus20,0,5,Adjusted,6.147006518312546,6.140096769429244,-0.006909748883302852,0.017286574884783707
252,1.0,kappa_minus20,5,1,BS,4.757209900285591,4.751769876024496,-0.005440024261096048,0.013558961173500958
252,1.0,kappa_minus20,5,1,Heston,6.6519262118907925,6.644483451478589,-0.007442760412202237,0.014768598059807654
252,1.0,kappa_minus20,5,1,Adjusted,4.347941457280186,4.342884964151841,-0.005056493128345236,0.01151527227434309
252,1.0,kappa_minus20,5,5,BS,6.315625005691471,6.306520895678714,-0.009104110012757204,0.017830998657793903
252,1.0,kappa_minus20,5,5,Heston,8.472514565710242,8.463348173912758,-0.009166391797483343,0.01840454213830197
252,1.0,kappa_minus20,5,5,Adjusted,5.7558970026857335,5.748049774357996,-0.007847228327737411,0.016607112229892838
252,1.0,kappa_minus20,10,1,BS,4.139066549976085,4.13347205729512,-0.00559449268096415,0.012285676143240148
252,1.0,kappa_minus20,10,1,Heston,5.888107791304436,5.881508468494024,-0.006599322810412124,0.01358599822150589
252,1.0,kappa_minus20,10,1,Adjusted,3.889823818599767,3.8845743269242243,-0.005249491675541961,0.01043104204540635
252,1.0,kappa_minus20,10,5,BS,5.886029282021927,5.876226510205864,-0.009802771816062233,0.017086039997013296
252,1.0,kappa_minus20,10,5,Heston,7.930366527247875,7.921092611932362,-0.009273915315514485,0.017651857247799916
252,1.0,kappa_minus20,10,5,Adjusted,5.429510739090156,5.420863047648572,-0.008647691441584785,0.01598585347530653
252,1.0,kappa_plus20,0,1,BS,5.5716795704083495,5.566767960280519,-0.004911610127830682,0.015040382063613904
252,1.0,kappa_plus20,0,1,Heston,7.255346953066599,7.250489266514245,-0.004857686552353187,0.016640842552588166
252,1.0,kappa_plus20,0,1,Adjusted,5.116083169328633,5.113645748521581,-0.0024374208070529354,0.013687030327141789
252,1.0,kappa_plus20,0,5,BS,6.808641166987396,6.800367750644936,-0.008273416342459504,0.018636120225850882
252,1.0,kappa_plus20,0,5,Heston,8.661338875782445,8.653947166696147,-0.007391709086297661,0.01961263121289716
252,1.0,kappa_plus20,0,5,Adjusted,6.254625891301935,6.249587014873292,-0.005038876428643814,0.017795120051378146
252,1.0,kappa_plus20,5,1,BS,4.757209900285591,4.751769876024496,-0.005440024261096048,0.013558961173500958
252,1.0,kappa_plus20,5,1,Heston,6.323432117636877,6.318584806872698,-0.00484731076417844,0.015180323177965858
252,1.0,kappa_plus20,5,1,Adjusted,4.412232003778926,4.409162629006813,-0.003069374772113146,0.012306645955561989
252,1.0,kappa_plus20,5,5,BS,6.315625005691471,6.306520895678714,-0.009104110012757204,0.017830998657793903
252,1.0,kappa_plus20,5,5,Heston,8.07716716579823,8.069338151910777,-0.007829013887451663,0.018770846319092697
252,1.0,kappa_plus20,5,5,Adjusted,5.834718344273987,5.82872248523931,-0.005995859034676107,0.017066344677929633
252,1.0,kappa_plus20,10,1,BS,4.139066549976085,4.13347205729512,-0.00559449268096415,0.012285676143240148
252,1.0,kappa_plus20,10,1,Heston,5.585371645432339,5.580927845465852,-0.004443799966487014,0.013930186184924356
252,1.0,kappa_plus20,10,1,Adjusted,3.9031457900338227,3.8998310442959063,-0.0033147457379166653,0.011132962544704823
252,1.0,kappa_plus20,10,5,BS,5.886029282021927,5.876226510205864,-0.009802771816062233,0.017086039997013296
252,1.0,kappa_plus20,10,5,Heston,7.556445582988192,7.548314678537133,-0.00813090445105886,0.017992263683404584
252,1.0,kappa_plus20,10,5,Adjusted,5.477657674471203,5.4708437523591815,-0.006813922112021225,0.016396995650690607
252,1.0,theta_minus20,0,1,BS,5.5716795704083495,5.566767960280519,-0.004911610127830682,0.015040382063613904
252,1.0,theta_minus20,0,1,Heston,7.401186547649962,7.393762903557747,-0.007423644092214507,0.015705112839337797
252,1.0,theta_minus20,0,1,Adjusted,4.969978599852259,4.9659410106452935,-0.004037589206964872,0.012426257436741393
252,1.0,theta_minus20,0,5,BS,6.808641166987396,6.800367750644936,-0.008273416342459504,0.018636120225850882
252,1.0,theta_minus20,0,5,Heston,8.858405267424763,8.849571012007779,-0.00883425541698235,0.01872482723444684
252,1.0,theta_minus20,0,5,Adjusted,6.113520392806526,6.106943242195433,-0.006577150611093292,0.01680950658716641
252,1.0,theta_minus20,5,1,BS,4.757209900285591,4.751769876024496,-0.005440024261096048,0.013558961173500958
252,1.0,theta_minus20,5,1,Heston,6.456025236613598,6.4492302610802845,-0.0067949755333147205,0.014352595506389164
252,1.0,theta_minus20,5,1,Adjusted,4.306695698925117,4.302362487387346,-0.004333211537770634,0.011179492783807858
252,1.0,theta_minus20,5,5,BS,6.315625005691471,6.306520895678714,-0.009104110012757204,0.017830998657793903
252,1.0,theta_minus20,5,5,Heston,8.26253584314963,8.253544965693264,-0.008990877456366357,0.017945510645715403
